bpin;nombreproyecto;objetivogeneral;estadoproyecto;horizonte;sector;entidadresponsable;programapresupuestal;tipoproyecto;valortotalproyecto;valorvigenteproyecto;valorobligacionproyecto;valorpagoproyecto;subestadoproyecto;codigoentidadresponsable;totalbeneficiario;plandesarrollonacional;municipio;departamento;Longitud
2,02006E+12;Fortalecimiento A La Asistencia Técnica Agropecuaria En La Secretaria De Agricultura Y Medio Ambiente Del Municipio De  San Pedro De Uraba;Fortalecer la gestión (asistencia técnica mercadeo comercialización y crédito) en el sector agropecuario del Municipio de San Pedro de Urabá.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;San Pedro de UrabáAntioquia;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;T;14.000.000.000.000.000;14.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5665;300;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Fortalecimiento  De Las Unidades Productivas Agropecuarias Con El Fin De Contribuir Con La Seguridad Alimentaria  La Innovación  Y El Crecimiento Económico  Del Municipio De    Segovia;Aumentar la productividad y competitividad mediante la articulación entre el estado y los productores agropecuarios del municipio de Segovia;En Ejecución;2020-2023;Agricultura Y Desarrollo Rural;SegoviaAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;193.878.000.000.000.000;193.878.000.000.000.000;69.189.664.000.000.000;69.189.664.000.000.000;Inactivo  (PGN, Territorio);5736;39379;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Asistencia Técnica Agropecuaria En El Municipio De   Sopetrán;Contribuir al adecuado desempeño de la economía del municipio de Sopetrán a través del fortalecimiento de los sectores productivos generando una cultura ambiental que conlleve a la conservación y protección de los recursos.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;SopetránAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;12.550.000.000.000.000;12.550.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5761;15279;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02013E+13;Fortalecimiento Procesos Productivos Agroindustriales El Campo Progresa  San Pedro;Aumentar la producción agroindustrial de las familias campesinas agropecuarias del Municipio.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;San PedroValle del Cauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;11.800.000.000.000.000;11.800.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);76670;500;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02013E+12;Mejoramiento Y Adecuación De Las Instalaciones Locativas De La Unidad Municipal De Asistencia Técnica (Umata) Y Parqueadero Del Banco De Maquinaria Agrícola En El Municipio De   Barranco De Loba Bolívar;Incrementar los niveles de competitividad en la industria agrícola de la entidad territorial;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Barranco de LobaBolívar;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;11.520.000.000.000.000;11.520.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);13074;18172;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01918E+12;Prestación De Servicios Para El Apoyo Y Acompañamiento A Los Proyectos Agropecuarios Y Productivos Asistencia Técnica Directa Rural A Los Pequeños Productores Del Municipio De   Morelia;Fortalecer la capacidad administrativa para la formulación de proyectos de enfoque agropecuario en el municipio de Morelia.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;MoreliaCaquetá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;1.000.000.000.000.000;1.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);18479;1230;Todos por un nuevo país (2014-2018);;;
2,02001E+12;Fortalecimiento Del Sector Rural A Través Del Apoyo A Encadenamientos Y Alianzas Entre Entidades De Diferentes Niveles De Gobierno Y Con Entidades De Cooperación Internacional En El Departamento Del   Meta;Mejorar el acceso de pequeños y medianos productores rurales a programas y recursos del estado y de otras entidades para elevar su bienestar y nivel de desarrollo socioeconómico;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Meta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;157.500.000.000.000.000;157.500.000.000.000.000;50.052.666.400.000.000;48.745.999.800.000.000;Inactivo  (PGN, Territorio);50;210480;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Apoyo A La Agricultura Familiar Campesina Como Estrategia De Seguridad Alimentaria Mediante El Fortalecimiento Del Sistema Productivo De Maiz   En El Departamento Del Guaviare.  Calamar El Retorno San José Del Guaviare;Mejorar el sistema de producción de agricultura familiar campesina mediante un mayor rendimiento y producción maíz para contribuir a la seguridad alimentaria.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Guaviare;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;6.439.181.400.000.000;6.439.181.400.000.000;6.437.541.072.000.000;1.116.471.072.000.000;Inactivo  (PGN, Territorio);95;134;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Fortalecimiento De La Producción Familiar Para La Disponibilidad De Alimentos Con El Sistema De Parcelas Rotacionales Como Estrategia De Producción Sostenible En Población Rural Del Departamento Del  Guaviare;Mejorar la alimentación familiar a través de modelos sustentables de producción con la maximización de la productividad por unidad de superficie para enfrentar la baja disponibilidad de alimentos por la baja producción y factores sanitarios;En Ejecución;2020-2023;Agricultura Y Desarrollo Rural;Guaviare;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;74.306.993.700.000.000;74.306.993.700.000.000;46.458.361.790.000.000;45.808.361.790.000.000;Inactivo  (PGN, Territorio);95;600;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Apoyo A Las Jornadas De Vacunacin Bovina Para La Vigencia 2020 En El Municipio De Mit Y Corregimiento De Yavarat Departamento   Vaups;Apoyar las jornadas de vacunacin bovina para la vigencia 2020 en el Vaups;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Vaupés;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;468.300.000.000.000;468.300.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);97;50;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Optimizacion De La Generacion De Ingresos Sostenibles De Productores Rurales A Nivel  Nacional;Optimizar la generacion de ingresos sostenibles de los productores rurales a nivel nacional.;Viable;2021-2022;Agricultura Y Desarrollo Rural;Agencia de Desarrollo Rural - ADR - Agricultura y Desarrollo Rural;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;Pgn;27.207.132.627.200.000.000;0.00000000;0.00000000;0.00000000;Terminado en Viable (PGN);171800;23806;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02005E+12;Asistencia Técnica En Comercialización A Las Unidades Productivas-20pp50  Medellín;Pequeños productores rurales acompañados comercialmente;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;MedellínAntioquia;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;19.000.000.000.000.000;19.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5001;10;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02005E+12;Desarrollo Del Programa Una Hectárea Por El Desarrollo Humano En El Municipio De  Andes;Fortalecer la explotación agropecuaria del Municipio de Andes;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;AndesAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;32.900.000.000.000.000;32.900.000.000.000.000;32.900.000.000.000.000;32.600.000.000.000.000;Inactivo  (PGN, Territorio);5034;3000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,018E+12;Apoyo A La Formalizacion Y Al Ordenamiento Productivo Y Social De La Propiedad Rural 2018  Atlntico;Apoyar a la formalizacion y al ordenamiento productivo y social de la propiedad rural del departamento del atlntico;En Ejecución;2018-2018;Agricultura Y Desarrollo Rural;Atlántico;1701 MEJORAMIENTO DE LA HABITABILIDAD RURAL;T;11.229.166.900.000.000;11.229.166.900.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);8;106763;Todos por un nuevo país (2014-2018);;;
2,018E+12;Apoyo A La Formalización Y Al Ordenamiento Productivo Y Social De La Propiedad Rural 2019  Atlantico;Apoyar a la formalizacin y al ordenamiento productivo y social de la propiedad rural del departamento del Atlantico;En Ejecución;2018-2018;Agricultura Y Desarrollo Rural;Atlántico;1704 ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL;T;15.500.000.000.000.000;15.500.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);8;106763;Todos por un nuevo país (2014-2018);;;
2,018E+12;Apoyo A La Producción Pecuaria De Especies Menores Para La Sostenibilidad De La Economia Campesina Disponibilidad De Alimento Y Seguridad Alimentaria 2019   Atlantico;Apoyar la produccin pecuaria de especies menores para la sostenibilidad de la economia campesina disponibilidad de alimento y seguridad alimentaria;En Ejecución;2018-2018;Agricultura Y Desarrollo Rural;Atlántico;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;37.000.000.000.000.000;37.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);8;106763;Todos por un nuevo país (2014-2018);;;
2,01716E+12;Apoyo Al Sector Medio Ambiente  En El Municipio   Tiban Boyaca;Mejorar las medidas de mitigacin y proteccion ambiental;En Ejecución;2017-2017;Ambiente Y Desarrollo Sostenible;TibanáBoyacá;3202 CONSERVACIÓN DE LA BIODIVERSIDAD Y SUS SERVICIOS ECOSISTÉMICOS;T;20.300.000.000.000.000;20.300.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15804;9186;Todos por un nuevo país (2014-2018);;;
2,018E+12;Ampliación De La Sede De Casa De Artesanos Del Corregimiento De Chorrera En El Municipio De Juan De Acosta  Atlantico;Ampliar la casa Sede del artesano en el corregimiento de Chorrera municipio de Juan de Acosta para brindarles un espacio adecuado a las personas que se dedican a la artesana y del forma que se aumente su calidad de vida.;En Ejecución;2018-2018;Agricultura Y Desarrollo Rural;Atlántico;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;60.000.000.000.000.000;60.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);8;500;Todos por un nuevo país (2014-2018);;;
2,018E+12;Construcción De Soluciones Individuales De Evacuacion Y Tratamiento De Excretas Para Familias Vulnerables En El Departamento Del Cauca Zona Centro Del Municipio De   Sotara;Reducir los niveles de disposicin de aguas residuales domesticas sin tratar en la zona rural dispersa de las veredas Ullucos Chapa El Llano San Isidro la Paz y Corralejas;En Ejecución;2018-2018;Agricultura Y Desarrollo Rural;Cauca;1701 MEJORAMIENTO DE LA HABITABILIDAD RURAL;T;44.562.911.000.000.000;44.562.911.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);19;265;Todos por un nuevo país (2014-2018);;;
2,018E+12;Implementación De 60 Soluciones Productivas Para La Diversificacion Y La Generacion De Ingresos En Familias Afectadas Por Cultivos De Uso Ilicito En El Macizo Colombiano (Almaguer Bolivar Y Mercaderes)   Cauca;Implementar con las comunidades implicadas con cultivos ilcitos  procesos y acciones de transicion con una de estabilizacion socio-economica con una apuesta productiva.;En Ejecución;2018-2019;Agricultura Y Desarrollo Rural;Cauca;1710 RENOVACIÓN TERRITORIAL PARA EL DESARROLLO INTEGRAL DE LAS ZONAS RURALES AFECTADAS POR EL CONFLICTO ARMADO;T;165.000.000.000.000.000;165.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);19;1771;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,019E+12;Construcción De Infraestructura Para El Almacenamiento De Agua Superficial Y/O Aprovechamiento Del Recurso Hidríco Del Subsuelo Para Uso Agropecuario En El Departamento Del   Huila;Aumento de la disponibilidad de recurso hídrico en fuentes superficiales que permita adelantar actividades agropecuarias en condiciones normales aptas  para el desarrollo productivo.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Huila;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;20.000.000.000.000.000;20.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41;2500;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,019E+12;Estudios De Preinversión Para La Construcción Rehabilitación Y Optimización De Infraestructura De Adecuación De Tierras Con Potencialidades Para El Desarrollo Agropecuario En El Departamento Del   Huila;Aumento de Estudios y Diseños detallados para proyectos de adecuación de tierras con áreas y potencialidades agropecuarias en el Departamento del Huila.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Huila;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;30.000.000.000.000.000;30.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41;14220;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01901E+12;Apoyo  A Los  Proyectos Productivos Dirigidos A La Población Afrodescendientes Del Departamento Del Meta.  Meta;Mejorar el nivel de vida de la población afro mediante proyectos productivos que sean  generadores de ingresos.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Meta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;3.720.000.020.000.000;3.720.000.020.000.000;3.628.333.300.000.000;3.345.000.000.000.000;Inactivo  (PGN, Territorio);50;500;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01901E+12;Implementación De Proyectos Productivos  Dirigidos A Población Mujer Rural Del Departamento Del Meta   Meta;Generar ingresos a las mujeres rurales del departamento del meta mediante la implementación de proyectos productivos.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Meta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;15.580.000.000.000.000;15.580.000.000.000.000;15.019.519.300.000.000;2.008.900.000.000.000;Inactivo  (PGN, Territorio);50;1500;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01901E+12;Apoyo Para La Formulación De  Proyectos Productivos Dirigidos A Los  Beneficiarios De Sentencias Judiciales De Restitución De Tierras Del Departamento Del Meta.  Meta;Formular proyectos productivos para los beneficiarios de las sentencias de restitución de tierras del departamento del meta.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Meta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.000.000.000.000.000;2.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);50;90;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01921E+12;Fortalecimiento A La Unidad De Asistencia Tecnica Municipal Y Control Ambiental Del Municipio De La Paz Departamento Del   Cesar;UMENTAR  LA  ASISTENCIA TECNICA AGROPECURIA  AGROPECURIO  Y LA ATENCION EN MATERIA DE  CONTROL AMBIENTAL Y GESTION DEL RIESGO EN EL MUNICIPIO DE LA PAZ CESAR;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;La PazCesar;1703 SERVICIOS FINANCIEROS Y GESTIÓN DEL RIESGO PARA LAS ACTIVIDADES AGROPECUARIAS Y RURALES;T;5.400.000.000.000.000;5.400.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);20621;22977;Todos por un nuevo país (2014-2018);;;
2,01924E+12;Fortalecimiento De  La Seguridad Alimentaria A Través Del Acceso A La Tierra Y Suministro De Insumos Básicos Para La Atención De 360 Familias De La Población Pobre Y Vulnerable De La Zona Rural Del Municipio De Pueblo Nuevo   Córdoba;Disminuir la población rural en riesgo de seguridad alimentaria asociada a la poca tenencia de tierras y recursos para la producción de alimentos del municipio de Pueblo Nuevo Córdoba.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;Pueblo NuevoCórdoba;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;31.682.840.000.000.000;31.682.840.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);23570;1800;Todos por un nuevo país (2014-2018);;;
2,01901E+12;Fortalecimiento Institucional De La Secretaria De Agricultura Medio Ambiente Minería Vivienda Y Desarrollo Turístico Con Recurso Humano Paradar Cumplimiento A Las Metas De La Vigencia 2019 Establecidas En El Plan De Desarrollo Departamental   Vaupés;Fortalecer la capacidad operativa de la Secretaría de Agricultura medio ambiente minería vivienda y desarrollo turístico con mano de obra calificada en pro de mejorar la eficiencia de la gestión de los programas del plan de acción 2019.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;Vaupés;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;45.760.000.000.000.000;45.760.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);97;43665;Todos por un nuevo país (2014-2018);;;
2,01901E+12;Mejoramiento De Vivienda Para La Población Víctima Del Conflicto Armado Y Mujeres Cabeza De Hogar En Zonas Urbanas Y De Resguardo En El Municipio De   Mitú;Mejorar las condiciones de habitabilidad de las viviendas de la población indígena en condición de víctima del conflicto armado pobreza extrema y población en condición de vulnerabilidad ubicada en zona rural y urbana del municipio de Mitú.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;Vaupés;1701 MEJORAMIENTO DE LA HABITABILIDAD RURAL;T;6.033.000.000.000.000;6.033.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);97;28382;Todos por un nuevo país (2014-2018);;;
2,01925E+12;Apoyo Profesional Para La Implementación De Sistemas Agropecuarios Alternativos Incorporados En Unidades Productivas En El Municipio De  La Calera;Apoyar la implementación de sistemas agropecuarios alternativos incorporados en unidades productivas en el Municipio de la Calera Cundinamarca;En Ejecución;2019-2020;Agricultura Y Desarrollo Rural;La CaleraCundinamarca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;26.128.000.000.000.000;26.128.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);25377;385;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01925E+12;Fortalecimiento Y Vinculación De Asociaciones De Productores Agropecuarios En El Municipio De  La Calera;Desarrollar acciones que permitan el fomento y fortalecimiento de las asociaciones de productores agropecuarios en el Municipio de La Calera;En Ejecución;2019-2020;Agricultura Y Desarrollo Rural;La CaleraCundinamarca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;54.256.000.000.000.000;54.256.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);25377;500;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
